編號 F0010001A2007_1_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_75_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_76_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_77_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_78_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_79_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_8_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_80_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_81_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_82_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_83_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_84_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_85_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_86_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_87_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_88_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_89_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_9_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_90_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_91_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_92_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_94_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_95_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_96_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_97_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_98_07 的CER： 1.0000, SER: 1.0000
編號 M1150001A2119_99_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_1_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_10_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_11_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_12_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_13_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_14_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_15_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_16_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_17_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_18_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_19_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_2_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_20_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_21_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_22_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_23_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_24_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_25_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_26_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_27_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_28_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_29_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_3_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_30_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_31_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_32_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_33_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_34_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_35_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_36_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_37_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_38_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_39_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_4_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_40_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_41_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_42_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_43_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_44_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_45_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_46_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_47_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_48_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_49_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_5_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_50_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_51_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_52_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_53_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_54_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_55_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_56_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_57_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_58_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_59_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_6_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_60_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_61_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_62_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_63_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_64_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_65_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_66_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_67_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_68_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_69_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_7_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_70_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_71_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_72_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_73_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_74_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_75_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_76_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_8_07 的CER： 1.0000, SER: 1.0000
編號 M1150001D3119_9_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_1_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_10_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_100_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_101_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_102_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_103_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_104_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_105_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_106_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_107_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_108_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_109_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_11_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_110_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_111_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_112_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_113_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_114_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_116_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_117_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_118_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_119_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_12_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_120_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_121_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_122_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_123_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_124_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_125_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_126_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_127_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_128_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_129_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_13_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_130_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_131_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_132_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_133_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_134_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_135_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_136_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_137_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_138_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_139_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_14_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_140_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_141_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_142_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_143_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_144_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_145_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_146_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_147_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_148_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_149_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_15_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_150_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_151_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_152_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_153_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_154_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_155_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_156_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_157_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_158_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_159_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_16_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_160_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_161_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_162_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_163_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_164_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_165_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_166_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_167_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_168_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_169_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_17_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_170_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_171_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_172_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_173_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_174_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_175_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_176_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_177_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_178_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_179_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_18_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_180_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_181_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_182_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_183_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_184_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_185_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_186_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_187_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_188_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_189_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_19_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_190_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_191_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_192_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_193_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_194_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_195_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_196_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_197_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_198_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_199_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_2_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_20_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_200_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_201_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_202_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_203_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_204_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_205_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_207_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_208_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_209_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_21_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_210_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_211_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_212_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_213_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_214_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_215_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_216_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_217_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_218_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_219_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_22_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_220_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_23_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_24_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_25_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_26_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_27_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_28_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_29_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_3_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_30_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_31_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_32_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_33_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_34_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_35_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_36_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_37_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_38_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_39_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_4_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_40_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_41_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_42_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_43_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_44_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_45_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_46_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_47_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_48_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_49_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_5_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_50_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_51_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_52_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_53_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_54_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_55_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_56_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_57_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_58_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_59_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_6_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_60_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_61_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_62_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_63_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_64_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_65_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_66_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_67_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_68_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_69_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_7_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_70_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_71_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_72_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_73_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_74_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_75_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_76_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_77_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_78_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_79_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_8_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_80_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_81_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_82_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_83_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_84_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_85_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_86_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_87_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_88_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_89_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_9_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_90_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_91_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_92_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_93_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_94_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_95_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_96_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_97_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_98_07 的CER： 1.0000, SER: 1.0000
編號 M1160001A2127_99_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_10_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_11_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_12_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_13_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_14_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_15_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_16_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_17_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_18_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_19_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_2_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_20_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_21_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_22_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_23_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_24_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_25_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_26_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_27_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_28_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_29_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_3_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_30_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_31_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_32_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_33_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_34_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_35_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_36_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_37_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_38_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_39_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_4_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_40_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_41_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_42_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_43_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_44_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_45_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_46_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_47_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_48_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_49_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_5_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_50_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_51_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_52_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_53_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_54_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_55_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_56_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_57_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_58_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_59_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_6_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_60_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_61_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_62_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_63_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_64_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_65_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_66_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_67_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_68_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_69_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_7_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_70_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_8_07 的CER： 1.0000, SER: 1.0000
編號 M1160001D3127_9_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_1_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_10_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_100_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_101_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_102_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_103_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_104_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_105_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_106_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_107_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_108_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_109_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_11_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_110_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_111_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_112_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_113_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_114_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_115_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_116_07 的CER： 1.0000, SER: 1.0000
編號 M1180001A2150_117_07 的CER： 1.0000, SER: 1.0000
